data_venda,marca,modelo,ano_exato,escalao_idade,escalao_kms,combustivel,price_range,canal,country_of_origin,total_vendas
2025-12-04,Nissan,Juke,2017,03. 2017-2020,3. 100-150k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-12-04,BMW,3er,2016,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock Importação,DE,1
2025-12-04,Jaguar,XF,2016,04. 2013-2016,3. 100-150k,Diesel,4. 10k-15k,Stock PT,PT,1
2025-12-04,BMW,i3,2021,02. 2021-2024,2. 50-100k,Elétrico,5. 15k-20k,Stock Importação,FR,1
2025-12-04,BMW,3er,2013,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,DE,1
2025-12-03,Peugeot,5008,2019,03. 2017-2020,6. 250k+,Diesel,3. 5k-10k,Stock PT,BE,1
2025-12-03,Fiat,500L,2018,03. 2017-2020,6. 250k+,Diesel,2. 2.5k-5k,Stock Importação,ES,1
2025-12-03,Volkswagen,Eos,2009,05. < 2013,5. 200-250k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-12-03,Mercedes-Benz,A-Klasse,2015,04. 2013-2016,3. 100-150k,Diesel,4. 10k-15k,Stock PT,PT,1
2025-12-03,Citroen,Berlingo,2009,05. < 2013,3. 100-150k,Diesel,2. 2.5k-5k,Stock Importação,DE,1
2025-12-03,Peugeot,2008,2016,04. 2013-2016,2. 50-100k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2025-12-03,Citroen,C1,2015,04. 2013-2016,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-12-03,Honda,Civic,2017,03. 2017-2020,3. 100-150k,Gasolina,3. 5k-10k,Stock Importação,IT,1
2025-12-03,Peugeot,5008,2017,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2025-12-03,Citroen,Ami,2021,02. 2021-2024,1. 0-50k,Elétrico,2. 2.5k-5k,Stock Importação,FR,1
2025-12-03,Mercedes-Benz,A-Klasse,2013,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,BE,1
2025-12-03,Ford,Fiesta,2009,05. < 2013,4. 150-200k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-12-03,BMW,1er,2008,05. < 2013,5. 200-250k,Diesel,3. 5k-10k,Stock PT,FR,1
2025-12-03,MINI,MINI,2015,04. 2013-2016,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,FR,1
2025-12-03,Renault,Clio,2003,05. < 2013,2. 50-100k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-12-03,Honda,Civic,2018,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,IT,1
2025-12-03,BMW,1er,2015,04. 2013-2016,6. 250k+,Diesel,2. 2.5k-5k,Stock Importação,BE,1
2025-12-03,Land Rover,Discovery Sport,2016,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock PT,BE,1
2025-12-03,Mercedes-Benz,CLS-Klasse,2015,04. 2013-2016,4. 150-200k,Diesel,5. 15k-20k,Stock PT,DE,1
2025-12-03,Renault,Zoe,2022,02. 2021-2024,1. 0-50k,Elétrico,4. 10k-15k,Stock Importação,DE,2
2025-12-03,Peugeot,308,2023,02. 2021-2024,1. 0-50k,Gasolina,4. 10k-15k,Stock Importação,ES,1
2025-12-03,Peugeot,207,2008,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-12-03,Smart,fortwo,2010,05. < 2013,4. 150-200k,Diesel,1. 0-2.5k,Stock Importação,BE,1
2025-12-03,Citroen,C4,2018,03. 2017-2020,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,ES,1
2025-12-03,Honda,Civic,2017,03. 2017-2020,3. 100-150k,Diesel,4. 10k-15k,Stock PT,PT,1
2025-12-03,Opel,Corsa,2008,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-12-03,Fiat,500,2018,03. 2017-2020,1. 0-50k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-12-03,Peugeot,208,2019,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-12-03,Mercedes-Benz,E-Klasse,2010,05. < 2013,6. 250k+,Diesel,3. 5k-10k,Stock PT,PT,1
2025-12-03,Tesla,Model 3,2020,03. 2017-2020,2. 50-100k,Elétrico,5. 15k-20k,Stock Importação,NL,1
2025-12-03,Fiat,Tipo,2022,02. 2021-2024,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-12-03,Honda,Jazz,2004,05. < 2013,4. 150-200k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-12-03,Renault,Megane,2012,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,NL,1
2025-12-03,Mercedes-Benz,A-Klasse,2019,03. 2017-2020,3. 100-150k,Diesel,4. 10k-15k,Stock Importação,ES,1
2025-12-03,Peugeot,207,2007,05. < 2013,3. 100-150k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-12-03,Renault,Twingo,2021,02. 2021-2024,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-12-03,Renault,Clio,2018,03. 2017-2020,3. 100-150k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2025-12-03,Ford,Focus,2019,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2025-12-03,Nissan,Qashqai,2020,03. 2017-2020,2. 50-100k,Gasolina,4. 10k-15k,Stock Importação,DE,1
2025-12-03,Seat,Ibiza,2010,05. < 2013,5. 200-250k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-12-03,Fiat,500L,2015,04. 2013-2016,1. 0-50k,Diesel,3. 5k-10k,Stock Importação,ES,1
2025-12-03,Citroen,C3,2018,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-12-03,Ford,Mondeo,2001,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-12-03,Renault,Megane,2019,03. 2017-2020,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,DE,1
2025-12-03,Volkswagen,Polo,2017,03. 2017-2020,3. 100-150k,Diesel,3. 5k-10k,Stock Importação,IT,1
2025-12-03,Citroen,Berlingo,2012,05. < 2013,3. 100-150k,Diesel,2. 2.5k-5k,Stock Importação,NL,1
2025-12-03,Smart,fortwo,2012,05. < 2013,2. 50-100k,Gasolina,2. 2.5k-5k,Stock PT,FR,1
2025-12-03,Peugeot,407,2006,05. < 2013,5. 200-250k,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-12-03,Lexus,GS-Serie,2011,05. < 2013,4. 150-200k,Híbrido,3. 5k-10k,Stock PT,PT,1
2025-12-03,BMW,1er,2015,04. 2013-2016,3. 100-150k,Diesel,3. 5k-10k,Stock Importação,DE,1
2025-12-03,Citroen,C5,2008,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,FR,1
2025-12-03,Renault,Scenic,2016,04. 2013-2016,5. 200-250k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-12-03,Peugeot,3008,2017,03. 2017-2020,3. 100-150k,Diesel,5. 15k-20k,Stock PT,PT,1
2025-12-03,BMW,5er,2011,05. < 2013,6. 250k+,Diesel,3. 5k-10k,Stock PT,PT,1
2025-12-03,MINI,Clubman,2018,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2025-12-03,Opel,Astra,2018,03. 2017-2020,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,DE,1
2025-12-03,Renault,Clio,2018,03. 2017-2020,3. 100-150k,Diesel,2. 2.5k-5k,Stock Importação,FR,1
2025-12-03,Citroen,C3,2020,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,EE,1
2025-12-03,Jaguar,F-Pace,2017,03. 2017-2020,5. 200-250k,Diesel,3. 5k-10k,Stock Importação,DE,1
2025-12-03,Volkswagen,Passat,2008,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-12-03,Toyota,Yaris,2007,05. < 2013,3. 100-150k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2025-12-03,Opel,Corsa,2020,03. 2017-2020,2. 50-100k,Elétrico,3. 5k-10k,Stock Importação,NL,1
2025-12-03,Mercedes-Benz,GLA-Klasse,2016,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock Importação,DE,1
2025-12-03,Volkswagen,Golf V Plus,2007,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-12-03,Mercedes-Benz,SLK-Klasse,2013,04. 2013-2016,5. 200-250k,Diesel,4. 10k-15k,Stock Importação,FR,1
2025-12-03,Ford,Transit Connect,2020,03. 2017-2020,6. 250k+,Diesel,2. 2.5k-5k,Stock Importação,ES,1
2025-12-03,Audi,e-tron,2020,03. 2017-2020,3. 100-150k,Elétrico,6. 20k-25k,Stock Importação,ES,1
2025-12-03,BMW,1er,2015,04. 2013-2016,4. 150-200k,Diesel,4. 10k-15k,Stock PT,PT,1
2025-12-03,Renault,Megane,2020,03. 2017-2020,1. 0-50k,Gasolina,4. 10k-15k,Stock PT,PT,1
2025-12-03,Nissan,Note,2010,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-12-03,Nissan,Qashqai,2018,03. 2017-2020,4. 150-200k,Diesel,4. 10k-15k,Stock Importação,FR,1
2025-12-03,Renault,Captur,2021,02. 2021-2024,2. 50-100k,Híbrido,5. 15k-20k,Stock PT,PT,1
2025-12-03,BMW,X1,2016,04. 2013-2016,3. 100-150k,Diesel,4. 10k-15k,Stock Importação,BE,1
2025-12-03,Peugeot,208,2018,03. 2017-2020,3. 100-150k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-12-03,Audi,A3 Sportback,2011,05. < 2013,4. 150-200k,Diesel,3. 5k-10k,Stock PT,FR,1
2025-12-03,Kia,cee'd,2009,05. < 2013,5. 200-250k,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-12-03,Fiat,Punto,2011,05. < 2013,4. 150-200k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-12-03,Ford,Transit,2014,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,BE,1
2025-12-03,BMW,X1,2016,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,DE,1
2025-12-03,Fiat,Tipo,2019,03. 2017-2020,2. 50-100k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-12-03,Opel,Corsa,2010,05. < 2013,3. 100-150k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-12-03,Hyundai,Kona,2020,03. 2017-2020,2. 50-100k,Elétrico,5. 15k-20k,Stock Importação,FR,1
2025-12-03,Peugeot,2008,2020,03. 2017-2020,2. 50-100k,Gasolina,4. 10k-15k,Stock Importação,FR,1
2025-12-03,MINI,MINI,2005,05. < 2013,3. 100-150k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-12-03,Mercedes-Benz,C-Klasse,2016,04. 2013-2016,6. 250k+,Diesel,3. 5k-10k,Stock PT,DE,1
2025-12-03,Renault,Megane,2017,03. 2017-2020,5. 200-250k,Diesel,3. 5k-10k,Stock PT,FR,1
2025-12-03,Peugeot,208,2016,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2025-12-03,Citroen,Berlingo,2016,04. 2013-2016,5. 200-250k,Diesel,2. 2.5k-5k,Stock Importação,NL,1
2025-12-03,Peugeot,208,2020,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-12-03,Mercedes-Benz,CLA-Klasse,2016,04. 2013-2016,3. 100-150k,Gasolina,5. 15k-20k,Stock Importação,DE,1
2025-12-03,Citroen,C4 Cactus,2019,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,SE,1
2025-12-03,Land Rover,Range Rover,1994,05. < 2013,6. 250k+,Diesel,3. 5k-10k,Stock PT,PT,1
2025-12-03,Renault,Megane,2015,04. 2013-2016,3. 100-150k,Diesel,3. 5k-10k,Stock PT,FR,1
2025-12-03,Infiniti,Q30,2017,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2025-12-03,Volvo,XC40,2018,03. 2017-2020,3. 100-150k,Diesel,6. 20k-25k,Stock PT,PT,1
2025-12-03,Tesla,Model 3,2020,03. 2017-2020,4. 150-200k,Elétrico,5. 15k-20k,Stock Importação,NL,1
2025-12-03,Peugeot,308,2017,03. 2017-2020,3. 100-150k,Diesel,3. 5k-10k,Stock Importação,DE,1
2025-12-03,Mercedes-Benz,A-Klasse,2015,04. 2013-2016,3. 100-150k,Gasolina,4. 10k-15k,Stock Importação,DE,1
2025-12-03,Renault,Captur,2015,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-12-03,MINI,Countryman,2011,05. < 2013,5. 200-250k,Diesel,1. 0-2.5k,Stock Importação,BE,1
2025-12-03,Ford,Focus,2013,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,DE,1
2025-12-03,Peugeot,2008,2018,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2025-12-03,Tesla,Model 3,2019,03. 2017-2020,4. 150-200k,Elétrico,4. 10k-15k,Stock Importação,BE,1
2025-12-03,Renault,Clio,2015,04. 2013-2016,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-12-03,Renault,Clio,2017,03. 2017-2020,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,BE,1
2025-12-03,BMW,5er,2013,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-12-03,Peugeot,Expert,2021,02. 2021-2024,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2025-12-03,Mercedes-Benz,E-Klasse,2007,05. < 2013,5. 200-250k,Diesel,2. 2.5k-5k,Stock Importação,DE,1
2025-12-03,Dacia,Jogger,2023,02. 2021-2024,4. 150-200k,Gás/GPL,3. 5k-10k,Stock PT,PT,1
2025-12-03,Renault,Espace,2016,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2025-12-03,Volkswagen,Golf VII,2016,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-12-03,Volkswagen,Polo,2018,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-12-03,Peugeot,208,2021,02. 2021-2024,1. 0-50k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2025-12-02,Mercedes-Benz,SLK-Klasse,2013,04. 2013-2016,4. 150-200k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2025-12-02,Opel,Corsa,2010,05. < 2013,5. 200-250k,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-12-02,Citroen,C4 Cactus,2019,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,ES,1
2025-12-02,Ford,Transit,2017,03. 2017-2020,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,FR,1
2025-12-02,Abarth,595C,2018,03. 2017-2020,2. 50-100k,Gasolina,4. 10k-15k,Stock Importação,DE,1
2025-12-02,Volkswagen,Golf VII,2016,04. 2013-2016,3. 100-150k,Híbrido,4. 10k-15k,Stock PT,NL,1
2025-12-02,Opel,Astra,2006,05. < 2013,4. 150-200k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-12-02,Ford,C-Max,2004,05. < 2013,5. 200-250k,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-12-02,MINI,MINI,2014,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock PT,DE,1
2025-12-02,Peugeot,5008,2020,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,ES,1
2025-12-02,Seat,Ibiza,2008,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-12-02,Peugeot,208,2019,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-12-02,Seat,Ibiza,2000,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-12-02,Renault,Captur,2021,02. 2021-2024,2. 50-100k,Gasolina,4. 10k-15k,Stock PT,PT,1
2025-12-02,Seat,Ibiza,2011,05. < 2013,4. 150-200k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-12-02,Peugeot,RCZ,2012,05. < 2013,3. 100-150k,Gasolina,3. 5k-10k,Stock PT,DE,1
2025-12-02,Citroen,Berlingo,2017,03. 2017-2020,6. 250k+,Diesel,2. 2.5k-5k,Stock Importação,BE,1
2025-12-02,Smart,fortwo,2008,05. < 2013,5. 200-250k,Gasolina,1. 0-2.5k,Stock Importação,NL,1
2025-12-02,Peugeot,Partner,2022,02. 2021-2024,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-12-02,Porsche,Panamera Sport Turismo,2018,03. 2017-2020,6. 250k+,Híbrido,7. 25k+,Stock Importação,FR,1
2025-12-02,Jaguar,F-Pace,2017,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,ES,1
2025-12-02,Audi,S3 Sportback,2014,04. 2013-2016,4. 150-200k,Gasolina,4. 10k-15k,Stock Importação,IT,1
2025-12-02,Alfa Romeo,Alfa 156,2003,05. < 2013,5. 200-250k,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-12-02,Mercedes-Benz,GLC-Klasse,2021,02. 2021-2024,2. 50-100k,Híbrido,7. 25k+,Stock Importação,DE,1
2025-12-02,Audi,A6,2008,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-12-02,Mercedes-Benz,C-Klasse,2016,04. 2013-2016,4. 150-200k,Diesel,4. 10k-15k,Stock Importação,BE,1
2025-12-02,Renault,Trafic,2007,05. < 2013,4. 150-200k,Diesel,3. 5k-10k,Stock PT,FR,1
2025-12-02,Audi,A2,2002,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-12-02,Opel,Mokka X,2022,02. 2021-2024,2. 50-100k,Elétrico,4. 10k-15k,Stock Importação,BE,1
2025-12-02,Opel,Insignia Sports Tourer,2018,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-12-02,Audi,A3 Limousine,2015,04. 2013-2016,3. 100-150k,Diesel,4. 10k-15k,Stock Importação,DE,1
2025-12-02,Volkswagen,Golf VI,2010,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-12-02,Peugeot,107,2007,05. < 2013,3. 100-150k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-12-02,Citroen,C4 Picasso,2007,05. < 2013,5. 200-250k,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-12-02,Peugeot,508,2011,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock Importação,FR,1
2025-12-02,BMW,i3,2014,04. 2013-2016,2. 50-100k,Elétrico,3. 5k-10k,Stock Importação,FR,1
2025-12-02,Peugeot,3008,2019,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2025-12-02,Peugeot,308,2017,03. 2017-2020,5. 200-250k,Diesel,2. 2.5k-5k,Stock Importação,FR,1
2025-12-02,MINI,Countryman,2013,04. 2013-2016,6. 250k+,Diesel,3. 5k-10k,Stock PT,DE,1
2025-12-02,Ford,S-Max,2016,04. 2013-2016,4. 150-200k,Diesel,4. 10k-15k,Stock PT,PT,1
2025-12-02,Dacia,Sandero,2015,04. 2013-2016,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-12-02,Audi,A6,2013,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock Importação,FR,1
2025-12-02,Renault,Clio,2008,05. < 2013,3. 100-150k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-12-02,Nissan,Juke,2017,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2025-12-02,BMW,2er,2017,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,BE,1
2025-12-02,Peugeot,208,2020,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,ES,1
2025-12-02,Mitsubishi,Pajero,1993,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-12-02,Seat,Ibiza,2016,04. 2013-2016,5. 200-250k,Gasolina,1. 0-2.5k,Stock Importação,FR,1
2025-12-02,Hyundai,i20,2014,04. 2013-2016,5. 200-250k,Gasolina,1. 0-2.5k,Stock Importação,NL,1
2025-12-02,Renault,Clio,2012,05. < 2013,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,FR,1
2025-12-02,Mercedes-Benz,Viano,2005,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,DE,1
2025-12-02,Nissan,Terrano,2004,05. < 2013,5. 200-250k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-12-02,MG Rover,400,1996,05. < 2013,4. 150-200k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-12-02,Hyundai,Kona,2018,03. 2017-2020,3. 100-150k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2025-12-02,Porsche,Macan,2015,04. 2013-2016,6. 250k+,Diesel,5. 15k-20k,Stock Importação,DE,1
2025-12-02,BMW,1er,2009,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-12-02,Peugeot,308,2017,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-12-02,MINI,MINI,2011,05. < 2013,3. 100-150k,Diesel,2. 2.5k-5k,Stock Importação,FR,1
2025-12-02,Renault,Clio,2015,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock PT,BE,1
2025-12-02,Peugeot,308,2015,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2025-12-02,Peugeot,208,2021,02. 2021-2024,2. 50-100k,Elétrico,4. 10k-15k,Stock Importação,FR,1
2025-12-02,Mercedes-Benz,C-Klasse,2007,05. < 2013,5. 200-250k,Diesel,3. 5k-10k,Stock PT,DE,1
2025-12-02,Mercedes-Benz,C-Klasse,2015,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock Importação,FR,1
2025-12-02,Mercedes-Benz,C-Klasse,1995,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,DE,1
2025-12-02,Porsche,Cayenne,2017,03. 2017-2020,6. 250k+,Híbrido,6. 20k-25k,Stock Importação,BE,1
2025-12-02,Fiat,Talento,2017,03. 2017-2020,4. 150-200k,Diesel,4. 10k-15k,Stock Importação,DE,1
2025-12-02,Ford,Focus,2010,05. < 2013,5. 200-250k,Gasolina,3. 5k-10k,Stock PT,CH,1
2025-12-02,Peugeot,3008,2017,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2025-12-02,Renault,Captur,2014,04. 2013-2016,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,ES,1
2025-12-02,Volvo,XC70,2007,05. < 2013,4. 150-200k,Diesel,3. 5k-10k,Stock PT,DE,1
2025-12-02,Citroen,C3,2019,03. 2017-2020,3. 100-150k,Gasolina,3. 5k-10k,Stock PT,FR,1
2025-12-02,Opel,Corsa,2017,03. 2017-2020,5. 200-250k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-12-02,Dacia,Sandero,2022,02. 2021-2024,2. 50-100k,Gás/GPL,4. 10k-15k,Stock PT,PT,1
2025-12-02,Nissan,Juke,2021,02. 2021-2024,2. 50-100k,Gasolina,4. 10k-15k,Stock Importação,FR,1
2025-12-02,Peugeot,2008,2019,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-12-02,Renault,Clio,2006,05. < 2013,5. 200-250k,Diesel,1. 0-2.5k,Stock PT,PT,2
2025-12-02,Audi,Q3,2012,05. < 2013,4. 150-200k,Diesel,4. 10k-15k,Stock PT,FR,1
2025-12-02,Volkswagen,Golf VII,2017,03. 2017-2020,5. 200-250k,Diesel,3. 5k-10k,Stock Importação,ES,1
2025-12-02,Peugeot,3008,2021,02. 2021-2024,2. 50-100k,Híbrido,5. 15k-20k,Stock Importação,FR,1
2025-12-02,Seat,Ibiza,2020,03. 2017-2020,2. 50-100k,Gasolina,4. 10k-15k,Stock PT,PT,1
2025-12-02,Citroen,DS5,2012,05. < 2013,3. 100-150k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-12-02,Peugeot,5008,2015,04. 2013-2016,3. 100-150k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-12-02,Citroen,C3,2016,04. 2013-2016,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2025-12-02,Volkswagen,Golf VI,2008,05. < 2013,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-12-02,Seat,Ibiza,2005,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-12-02,Renault,Scenic,2015,04. 2013-2016,3. 100-150k,Gasolina,1. 0-2.5k,Stock Importação,BE,1
2025-12-02,Opel,Corsa,2018,03. 2017-2020,2. 50-100k,Gasolina,2. 2.5k-5k,Stock Importação,BE,1
2025-12-02,Fiat,500,2015,04. 2013-2016,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,PT,1
2025-12-02,Seat,Ibiza,2015,04. 2013-2016,3. 100-150k,Diesel,2. 2.5k-5k,Stock Importação,FR,1
2025-12-02,Renault,Arkana,2023,02. 2021-2024,1. 0-50k,Gasolina,6. 20k-25k,Stock Importação,FR,1
2025-12-02,Renault,Laguna,2008,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-12-02,Smart,fortwo,2008,05. < 2013,2. 50-100k,Gasolina,2. 2.5k-5k,Stock Importação,NL,1
2025-12-02,Honda,Jazz,2004,05. < 2013,4. 150-200k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-12-02,Nissan,Qashqai,2021,02. 2021-2024,2. 50-100k,Gasolina,5. 15k-20k,Stock PT,FR,1
2025-12-02,MINI,MINI,2013,04. 2013-2016,4. 150-200k,Gasolina,4. 10k-15k,Stock PT,DE,1
2025-12-02,Audi,A1,2012,05. < 2013,5. 200-250k,Diesel,3. 5k-10k,Stock PT,DE,1
2025-12-02,Volkswagen,Golf VIII,2021,02. 2021-2024,3. 100-150k,Gasolina,4. 10k-15k,Stock PT,DE,1
2025-12-02,Volkswagen,Scirocco,2012,05. < 2013,4. 150-200k,Gasolina,2. 2.5k-5k,Stock Importação,DE,1
2025-12-02,Citroen,C2,2004,05. < 2013,4. 150-200k,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-12-02,Peugeot,208,2012,05. < 2013,5. 200-250k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-12-02,Audi,A1 Sportback,2014,04. 2013-2016,4. 150-200k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2025-12-02,Renault,Clio,2014,04. 2013-2016,5. 200-250k,Diesel,1. 0-2.5k,Stock Importação,FR,1
2025-12-01,Mitsubishi,L 200,2006,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock Importação,FR,1
2025-12-01,Peugeot,208,2020,03. 2017-2020,2. 50-100k,Diesel,4. 10k-15k,Stock PT,PT,1
